Target	Log2FC	padj
AT4G23810	-0.884306796322153	0.000131128637962108
AT1G36060	-0.482000903131809	0.000134236390414552
AT1G78850	-0.457651662440158	0.000136624491935991
AT2G38920	-1.54972813631329	0.000136846969178492
AT5G41690	1.22280726013094	0.000137040757978093
AT1G14900	0.462407031781064	0.000137809523583462
AT1G10000	6.09664823341662	0.000137851060562997
AT3G48300	-3.09028273931454	0.000145105168527897
AT5G58990	0.60390389216175	0.000148517448474225
AT3G44755	6.10433261612901	0.000149201125573721
AT1G76430	-1.65182098015901	0.000149322270763041
AT1G72020	0.411132804513327	0.000153089758015962
AT4G11850	-0.423905894743876	0.000153868137797657
AT5G47230	-0.565160058580846	0.000154241088378518
AT3G15450	-1.09273377193595	0.000155352118703776
AT2G39980	-0.894864256735414	0.000160746098186932
AT1G48500	0.736032641878815	0.000162670571574825
AT4G30530	-0.353647333129292	0.000162670571574825
AT1G75340	-0.583016850247659	0.000164542005802271
AT5G28610	-1.50268455724664	0.000165856976615101
AT1G20630	0.949085417079643	0.000166955790778069
AT1G74100	-0.359629769153304	0.000167793395520588
AT2G24600	-0.989610790348547	0.000167793395520588
AT1G56250	-2.6121518966322	0.000169100688789566
AT5G01750	-0.468660516334726	0.000169100688789566
AT3G26922	1.66597797659198	0.000174163927983972
AT3G46810	1.11395060661717	0.000174163927983972
AT5G44060	0.777166669988222	0.000176707042474658
AT5G65870	1.12415107255088	0.000177235222680741
AT4G14548	1.52184359673317	0.000184681914236104
AT3G27340	0.661581635638479	0.000184846696808029
AT5G66985	0.73744320072508	0.000184882875661489
AT2G24570	0.384168212692752	0.00018610748818446
AT1G19700	0.539389256261833	0.000187610326723957
AT5G51380	0.782187254418515	0.000187610326723957
AT4G11480	-1.43425098234375	0.0001877721010113
AT4G29810	-0.336845673708991	0.0001877721010113
AT1G10120	0.364782249917299	0.000190163384203626
AT4G11190	1.30687152904182	0.000190773246184373
AT5G47110	0.931015978262076	0.000191490111305462
AT3G44790	-4.30570047673349	0.000194202051636188
AT1G71015	0.855954575039468	0.000196004889894492
AT2G38860	-0.500535919369755	0.000196004889894492
AT3G14460	-0.788086151850106	0.000196004889894492
AT3G25190	-0.871064883436529	0.000196004889894492
AT5G43130	0.336266250947441	0.000196004889894492
AT2G40180	-0.827783428974036	0.000197742377320785
AT3G46080	-1.89291366959848	0.000198417648002402
AT1G76990	0.367247246783658	0.000200281771889349
AT1G44160	0.67536100685881	0.000202304964144327
AT5G17990	-0.605938079399369	0.000203475494001948
AT5G03380	-0.413894215905867	0.000204147693210015
AT3G50830	-0.440145574399225	0.000204772460847474
AT3G44540	0.499354669353581	0.00020850327549009
AT5G39670	-0.549264176053237	0.000213645273998952
AT4G28040	-2.5364264323362	0.00021369583890612
AT3G54290	0.482255625699365	0.000214056135653079
AT4G35190	-1.14732051235664	0.000216923879929988
AT4G01520	-5.00479533348854	0.000219379707459779
AT3G28740	-1.67427049861056	0.000226106033732029
AT1G48850	-0.249618018127033	0.000227505947759963
AT3G23470	0.446039658694041	0.000228961977413
AT1G78990	0.876296602642084	0.000230354051282355
AT1G09350	1.68698673969394	0.000232828108433228
AT5G48520	0.489586357860686	0.000234190177517531
AT5G27760	-0.5132102934247	0.00023557442836834
AT1G05900	-0.704320301460247	0.000236704859891459
AT3G49820	-1.9248343825055	0.000238685844405121
AT2G20900	-0.5168220599705	0.000240293463978356
AT5G43810	-0.405807151050354	0.000241896694728449
AT2G02680	0.547544047387141	0.000243349938972393
AT3G60120	-2.29071827325833	0.000243349938972393
AT4G02660	-0.448700256619425	0.000244765687116477
AT4G37390	-1.32210638521929	0.000246353218346185
AT2G36090	0.574860464494798	0.000246848395286557
AT5G61050	-2.21945313640498	0.000246848395286557
AT1G23201	5.71700034374308	0.000248630261849353
AT5G60760	0.492323587497466	0.000253099663160922
AT5G01100	0.95767890326766	0.000253159719619945
AT1G09410	1.8934704017603	0.000253338391720352
AT5G66960	-0.848484868960742	0.000257029981736882
AT2G25450	-0.379606316971053	0.00026018380506519
AT3G44560	-5.96036524616199	0.000262883966961177
AT5G66650	-1.69856923312451	0.000263683277785128
AT5G19230	-0.598964679724981	0.000264776169059629
AT4G25760	-0.910376371868248	0.000265206177416761
AT1G73330	0.687474085710248	0.000266520510630949
AT4G08160	-0.872477073453355	0.000266520510630949
AT5G66210	-0.390832706301915	0.000269343873969026
AT1G09815	0.511179632999155	0.000275205359426793
AT3G15240	0.38350631842829	0.000275205359426793
AT1G66800	1.52683592189919	0.000280054387791592
AT5G26030	-0.321981327087641	0.000283331685013494
AT5G49520	0.696073738191182	0.000286842491202381
AT1G05710	0.626491021722159	0.000287602761215152
AT5G48610	0.501233779155758	0.000290011026197602
AT3G27390	0.361827308390671	0.000290796505893273
AT5G63980	-0.439809094225141	0.00029238729057654
AT1G75040	-4.89418242017168	0.000293824816010313
AT1G01360	0.54936828976152	0.000295615076069197
AT1G19800	-0.470589382911799	0.000302088867089571
AT4G25900	-0.33642687813083	0.000302088867089571
AT1G30370	-0.780989318186902	0.000310691179204987
AT1G72890	-0.876549096623927	0.000310691179204987
AT1G62370	0.669774194359406	0.000312714681422269
AT1G80820	-0.780619384934742	0.000313251153695044
AT2G46620	-0.316796362233896	0.000313251153695044
AT5G63590	-0.507914170002882	0.000317956935360471
AT3G06500	-0.548794833552032	0.000320723365744042
AT3G32040	0.755040353764421	0.000320723365744042
AT5G22530	-1.75048253405664	0.000324168715608631
AT5G11670	-0.337934055314341	0.000325066182565914
AT1G74070	-1.37184307066862	0.000326708203053884
AT3G49380	-1.31262714611475	0.000329998117135708
AT4G35180	-2.16566166975773	0.000332002677739231
AT2G25000	0.624837422070269	0.000332180705311844
AT5G04120	1.52077915420237	0.000332311892173921
AT1G72430	0.506852135130041	0.000336672890000521
AT1G69040	0.363483435695586	0.00034260610830643
AT5G44574	4.24656129182645	0.000346656586014946
AT2G06925	0.932537410675562	0.000351463190964694
AT5G42460	-1.0534134804024	0.000351463190964694
AT2G24180	-0.521908143617517	0.000354175839242442
AT5G05730	-0.495633768319191	0.000359108373183805
AT1G07150	-1.23958352358207	0.000360173350777401
AT5G45340	0.614317142220654	0.000360173350777401
AT5G64810	-0.763182069895633	0.000360173350777401
AT3G49160	1.42960220923603	0.000366480286575759
AT5G63600	0.364559564949073	0.000370966813895602
AT5G37600	0.326106035221216	0.000375954383607315
AT5G19880	-0.854267004885437	0.000378369260904752
AT1G20090	0.378555277013654	0.000382477182065964
AT2G23680	-0.896313700592368	0.000382477182065964
AT5G43440	2.44239103453273	0.000388843672414721
AT3G41979	5.48567246793336	0.000389690628183214
AT2G21900	-0.975400249461211	0.000391414424187523
AT3G21230	0.349359421591875	0.000402775997872061
AT3G28345	-1.07708205906384	0.000409240707933461
AT1G50740	-0.599791915536879	0.00041172078433367
AT3G50770	-1.12622245658627	0.000415480587578978
AT2G18210	-0.897053462583729	0.000416228182740638
AT1G10920	-0.967619133575557	0.000418494460183175
AT1G19540	2.03512027904172	0.000418827388226715
AT1G16300	-0.361021453618779	0.000420210352599925
AT5G34871	4.8255522099176	0.000422399561013017
AT5G48110	0.626141255893678	0.000426935325871498
AT3G47390	0.518051919081162	0.000427736186449563
AT5G57840	0.550040313050356	0.00042908156908879
AT3G49910	0.331479251964079	0.000434859948794649
AT1G08930	-0.377158402145184	0.000452007875545769
AT3G53830	0.744822995403047	0.000458823118841497
AT1G71920	-5.70521517068882	0.000459923047985538
AT2G28210	-1.35829012723772	0.000461749664451998
AT1G11310	-0.346459004544373	0.000462995299219629
AT3G28210	1.10622661607674	0.000464118026119813
AT5G41910	0.913394516682957	0.000464118026119813
AT2G32240	-0.34198210358328	0.000468745325134759
AT5G60640	0.245064627827752	0.000469013973575402
AT2G31920	1.58298722005307	0.000474950300082037
AT1G09940	-0.551987350511448	0.000502100285917859
AT1G25220	-0.582987347845772	0.000513645728348191
AT4G37870	-0.340808363548249	0.000516835687167442
AT1G23360	1.21296539775693	0.000519056509855574
AT3G47250	5.65434086198545	0.000520875963909076
AT3G47210	0.44290394157018	0.000522564865196001
AT5G56980	0.493900937336086	0.000530388275001202
AT1G66930	0.857354560286144	0.00053214996202158
AT4G35630	-0.234712881788595	0.000543309568859623
AT1G22210	6.11200380607141	0.000552808491396516
AT1G74055	-1.18009009742718	0.000553074693615982
AT5G66320	-0.586464835571418	0.000553462529024342
AT3G54990	0.647242202851545	0.000556562091962965
AT1G68670	-0.587056103327217	0.000558676542134036
AT3G10520	0.5572789228092	0.000558676542134036
AT3G47980	0.533715974741963	0.000564772171287853
AT4G35070	-1.03924406701662	0.000564772171287853
AT2G01520	-0.769152724368196	0.000579324259354625
AT3G61390	-1.50880440396175	0.00058670536560948
AT4G39980	-0.258158421445492	0.00058670536560948
AT1G17290	-0.238914435856612	0.000591504200932591
AT5G25260	-1.26478784503885	0.000592596495547123
AT5G63160	-1.25592673258665	0.000593996733038958
AT2G02630	0.731003823217812	0.000599126501596633
AT4G20780	-0.545959281259943	0.000608011220100205
AT4G23250	-1.49380639599616	0.00061193016060042
AT5G20960	-0.170820473891959	0.00061464188908082
AT1G63295	-1.03057378501978	0.000615605441873182
AT5G24110	-2.48597596402612	0.000615605441873182
AT5G56840	0.811688112795587	0.000615605441873182
AT2G32020	-0.548448759461124	0.000618226607452429
AT4G10530	-2.08012019421257	0.000622441038609017
AT5G44306	-4.05734711167387	0.000627938525040401
AT3G06490	-1.95600686260499	0.000629408456175586
AT4G12270	0.829536200898097	0.000635439331253573
AT3G54400	0.62980426325976	0.000644444910260705
AT2G09970	-5.36571058134766	0.000651847625197632
AT1G12160	0.565170467911581	0.00065856290390187
AT3G25420	-1.89811125245326	0.00066238637242647
AT1G13670	-0.396682177670692	0.000662837888351746
AT1G74080	-0.769321725977376	0.000664420153799246
AT5G56050	-1.02329524060358	0.000672838163079341
AT5G51640	0.539934268930527	0.000679047974007761
AT1G21730	0.361844645106691	0.000685334150653037
AT1G23120	0.856089522282037	0.000685334150653037
AT3G45140	-5.38838194170687	0.000687971177508307
AT1G12880	0.877833858519828	0.000689126301157334
AT1G23730	-2.02355682349162	0.000689126301157334
AT4G37180	-0.961245778080676	0.000695288914837181
AT1G21000	0.518667244707319	0.000696921679680414
AT1G75170	-0.389753970209949	0.000696921679680414
AT4G01550	0.559030800353579	0.000696921679680414
AT1G15885	5.67929384042141	0.000714599502774824
AT1G24100	-0.338945803663653	0.000714599502774824
AT3G47380	-1.00607693440346	0.000715236995819598
AT2G36120	-0.634804430725822	0.000717771895171071
AT5G63580	1.75721771743018	0.000718262801392377
AT3G54150	-0.937787350386768	0.000721260260198373
AT5G61340	0.38454398010922	0.000726408117323928
AT1G55810	-0.551622303718489	0.000730342468881923
AT5G36980	-5.75776801151869	0.00073297319839851
AT2G44798	3.66803359808131	0.000733522537568182
AT5G25250	-0.8832731198673	0.000735043982665492
AT1G05840	-0.405168368817047	0.000736954032766768
AT1G29920	-8.96131518838059	0.000736954032766768
AT5G22250	-0.781809900844014	0.000736954032766768
AT5G38100	1.32506225421064	0.00074101445425676
AT1G23440	0.415238246657952	0.000785560996168799
AT3G60470	-2.22761144531618	0.000797082785581609
AT2G40750	-0.627209928257873	0.000811592417723103
AT1G20050	0.320663286491511	0.000816367635534792
AT5G61430	0.894650906643772	0.000828710541967274
AT1G08880	-0.334116424063703	0.000851758759051162
AT2G17820	-0.617686804615034	0.000860394070796146
AT5G64870	3.0899379998549	0.000860394070796146
AT2G02610	0.871764049462892	0.00086513060499342
AT5G52810	-0.559603467722137	0.00086513060499342
AT5G39120	-0.676617103611363	0.000867816562793025
AT2G39030	-3.02308698583636	0.000873393916704373
AT5G06740	-0.498808762292372	0.000873393916704373
AT4G19880	-0.343874539371273	0.000878439234433259
AT3G18560	-0.52668914921848	0.000882110165131385
AT3G57260	-5.79335333652104	0.000896919934874363
AT3G57330	-0.42506168070632	0.000907243819495403
AT1G12330	0.712404575395593	0.000912235070026026
AT3G30350	0.825668080743511	0.000914238022889925
AT1G76930	-0.448703043146496	0.000933266795927279
AT3G46260	-1.45821723268686	0.000938262011343958
AT2G33580	-0.585202222231815	0.000946272617362034
AT1G10370	-0.605292748761692	0.000967909059691328
AT1G08900	-1.27511798476032	0.000972914488054478
AT1G68390	-0.748214222752946	0.00098388051057173
AT5G22910	-2.63596550182473	0.000984465775872767
AT3G26590	0.395507066757693	0.00100442771960915
AT2G16500	-0.289269566835296	0.00100604220338403
AT5G61580	0.420552103829466	0.00102282962235115
AT4G28085	-0.936643805956794	0.00104028731387046
AT5G55770	-1.22735869265247	0.00105364346955319
AT3G32940	0.444279313332505	0.00105523573690065
AT3G53160	-1.19466790617473	0.00106754309386363
AT5G62710	-0.442308834415798	0.00106768703145706
AT3G23230	-3.77562634469202	0.00106943902602435
AT4G17870	0.393373977667088	0.00108039885960115
AT2G32030	-1.02475168050298	0.00108738572443126
AT4G31970	-0.552726338224427	0.00108738572443126
AT1G08320	0.36153006373802	0.00109983690617502
AT5G57655	-0.34358930232172	0.00110203532802391
AT5G35735	-0.566693026690328	0.0011163945833358
AT3G54530	5.35663513470042	0.00111664493465266
AT5G56750	0.423291290033517	0.0011429482959003
AT5G47370	0.439587151867232	0.001151416542415
AT1G35720	-0.3675282983636	0.00115385858153566
AT1G20850	-0.72614669238403	0.00116383055368959
AT2G40740	-1.12403316134748	0.00118897795117337
AT5G02780	-0.602520094735384	0.00118942212495351
AT3G23250	-0.670723121387071	0.00119269610262337
AT3G14225	-0.883115767709935	0.0011931587215796
AT1G08050	-0.532248272083386	0.00121901819160411
AT1G22740	0.885633626704879	0.00124505385552215
AT1G10020	0.437000429627966	0.00124693686598554
AT1G24140	-0.968727001969218	0.00124747826717398
AT5G44710	0.630846653729402	0.00125244412270965
AT1G74770	0.621266143387018	0.00126642443011138
AT5G25110	0.665132136407437	0.00127497099532158
AT4G13130	0.627511169010166	0.00128061423098199
AT3G27890	0.334838675644046	0.00128388041450887
AT5G54710	-1.69309895299921	0.00131865279100035
AT5G62140	1.50707321036647	0.00132260132064322
AT2G23260	-1.41257681669578	0.00132565023252949
AT3G54790	0.432853441446015	0.00132815420561061
AT4G12050	0.440621672255995	0.00132815420561061
AT1G21120	0.564737953624952	0.00133526139311375
AT1G56130	-0.969000413141455	0.00133526139311375
AT5G66120	-0.230240383460152	0.00133526139311375
AT5G13080	-0.893058540607083	0.00133674623791425
AT4G39230	-0.496946773198378	0.00133803488445292
AT2G03505	-0.653824675610008	0.00133882610624914
AT2G39420	0.39280662804028	0.00134483301130648
AT5G06730	-0.596549720382096	0.00134483301130648
AT1G09970	-0.229191061366078	0.00135383067579068
AT1G14550	-1.75700386128541	0.00135383067579068
AT2G38400	0.423164773641059	0.00135383067579068
AT5G48670	1.29370796779018	0.00135383067579068
AT1G16530	1.15377491258769	0.00136573942736024
AT2G42610	-0.866935662957566	0.00137959640571924
AT3G50840	0.983664238148581	0.00139095433951807
AT5G43380	-0.832753174234182	0.00140341512487612
AT5G45140	0.349420859168645	0.00141073723999143
AT2G32430	0.447260187362408	0.00141749767974954
AT2G24200	-0.256604982675696	0.00143838013142108
AT5G22630	-0.288164288869177	0.00143903261552308
AT2G30500	0.376550052772843	0.00144660596947612
AT3G47200	0.424239561136819	0.00144660596947612
AT1G73690	1.17639938556986	0.0014847398514035
AT1G09680	1.28115097991994	0.00149032256686052
AT5G56960	-1.2353826514426	0.00150194361838871
AT4G12290	0.627895628437329	0.00150638651212637
AT5G67340	-0.489985691843421	0.00153219266859175
AT3G61440	-0.23056281690934	0.00153646658044233
AT5G01660	-1.03824835745087	0.00153646658044233
AT1G67195	0.612793407996774	0.00154017923109282
AT1G20450	0.409042915866804	0.00154095312964556
AT5G61330	-0.401803524855432	0.0015474482108232
AT4G18195	-1.38378959499364	0.00155280043431593
AT3G51150	0.852780236356782	0.00155773006503806
AT5G51730	0.81563891441948	0.00157553120850878
AT5G01640	-0.812264841792679	0.00160519502147712
AT5G43060	0.288191533072018	0.00162863189693964
AT1G13220	-0.323213618757365	0.00163392596247336
AT4G26120	-0.505397548116303	0.00163586998027367
AT5G15860	0.339773913097644	0.00163586998027367
AT2G34790	-0.777099139580205	0.00163594467303394
AT1G79190	-0.431145155656976	0.0016475383131991
AT4G24480	-0.304512974014838	0.00165073499977295
AT3G29760	0.491853513333935	0.00165613800290146
AT5G60890	0.550223926524718	0.0016710103382806
AT4G02100	0.400139197054026	0.00168525625404718
AT1G12805	3.01113836410822	0.00169363690658796
AT3G52840	-1.82631246287937	0.0016997367053185
AT5G44900	1.25218545360403	0.00171114514701215
AT1G35210	-1.0115821323055	0.00172348103813181
AT1G55850	-0.51566765474451	0.00176018377292
AT5G66930	0.501349667881289	0.00178116819623652
AT3G26210	0.567230652308238	0.00179462053286971
AT1G09560	0.422825150102414	0.00179464337807735
AT2G26190	-0.412248356091156	0.00180803137002721
AT3G54000	0.680221623745266	0.00181952412804637
AT5G60270	-0.678396234181867	0.00181952412804637
AT2G32140	-0.878079700193143	0.00182528657960266
AT4G27970	-0.940622418493576	0.00188830382612212
AT3G59100	-0.522841878694411	0.00190222276048563
AT3G25250	-0.680233376170853	0.0019058501351961
AT3G54070	5.24443247625984	0.00191240834424343
AT3G17690	-0.961811632848163	0.0019138496478746
AT5G43760	-0.327731758000926	0.0019254042660652
AT2G22590	-0.655523096327869	0.00192556621048416
AT1G03340	0.763784727999209	0.00192586890996886
AT1G73110	-1.29958356693857	0.00193837090113651
AT5G03260	-1.01235330486834	0.00194579155954843
AT1G18190	0.361264433408854	0.00195227965633958
AT2G39380	0.422100730559374	0.00195386693307668
AT3G12500	-0.502839708182143	0.00196793173048161
AT3G18710	-0.625910491193696	0.00197815908939995
AT1G04555	0.740832095052871	0.00199371552145367
AT2G13900	-1.75938433939376	0.00201397145886523
AT1G80960	-0.808196717777265	0.00204444918852664
AT3G20370	0.384232786427539	0.00205382690230481
AT3G05165	0.483200600383331	0.00209089105187877
AT1G73860	-0.754789670908791	0.00209608213822611
AT3G20360	-0.822916965847302	0.00209608213822611
AT5G57510	-1.53109284954261	0.00209608213822611
AT3G15510	0.774368108194719	0.00210641114899309
AT3G54680	0.410238033971476	0.0021201327265535
AT4G28460	-0.765487804170389	0.0021201327265535
AT5G57270	0.417433745243272	0.00214378179011339
AT5G42720	-0.696664692030796	0.00215006064914283
AT5G01620	0.432556168573973	0.00215316782102983
AT2G41660	0.389394373324086	0.00215962722784197
AT2G30860	-0.352601668140289	0.00216559093977529
AT3G20410	-0.330217217949892	0.00217225155554873
AT4G16190	0.319856426238265	0.00217551140297244
AT1G24530	0.810633921917053	0.00219672769070107
AT2G27535	-2.48389720765002	0.00219921670783028
AT3G49110	-2.4356574228492	0.00219921670783028
AT5G51450	0.458595625829914	0.00219921670783028
AT1G19180	-0.400742791267436	0.00221486779503198
AT2G41300	-0.883547400347696	0.00221867752928419
AT4G21390	-0.693876954277692	0.00221867752928419
AT1G01830	0.442841049864347	0.00222256469935947
AT1G78815	-0.826625513729556	0.00223279705998684
AT2G01900	0.724830913462859	0.0022351620046544
AT4G28150	-0.808103354213532	0.00226502780739637
AT1G69480	0.883818822337314	0.00226995545407678
AT4G11070	-0.946534645355726	0.00231301882271705
AT1G10210	0.630671844261462	0.00232242838484872
AT2G48090	-0.902581000715483	0.00232242838484872
AT4G17500	-0.818077898440372	0.00232242838484872
AT4G27520	-0.774433243113557	0.00232242838484872
AT4G39780	0.683861471099827	0.00232242838484872
AT2G42620	-0.535694830750891	0.0023264431618731
AT3G44620	0.562751360461341	0.00232741743175184
AT1G67980	-1.252084845049	0.00232941745982217
AT2G37430	-0.977695606640447	0.002344648233564
AT4G09500	1.08168148974846	0.00236780168446958
AT2G03340	0.387635096465638	0.00239936466797694
AT2G24960	-0.477449354979981	0.00240990250931263
AT1G67110	-0.717878814698344	0.00241074142320267
AT3G61850	-0.501350481394781	0.0024162301928637
AT5G37980	0.695431183955689	0.0024233012546199
AT3G48170	-0.233375269143208	0.00243386801367979
AT4G31000	-0.468110903927657	0.00243386801367979
AT5G53990	-0.484204197070656	0.00243386801367979
AT4G04223	1.89851149031917	0.00243660216692797
AT2G44578	-1.31630600769807	0.00244674539871582
AT3G10740	-0.652316975587066	0.00244842320324351
AT1G73380	0.57030567786042	0.00246311441362134
AT5G20280	0.3893465211988	0.00251631422821471
AT5G24540	-4.15292163937063	0.00252851052848829
AT1G13710	-2.52933743749875	0.00254161229863525
AT5G22520	-1.92808761591364	0.00254161229863525
AT5G06270	0.573020091560074	0.00254854158571401
AT2G03260	-0.897320046614076	0.00257560502474241
AT3G51250	0.362673924399424	0.00258823235725232
AT1G76040	-0.546832550636551	0.0026161162157065
AT3G49390	-0.292662260857734	0.00262852689409919
AT3G02800	-0.857035617334444	0.00264117936565713
AT2G32390	0.445996277174807	0.00264232298428399
AT1G14590	-0.724102066052669	0.00264679813692311
AT4G01660	0.317553095344	0.00265573990409637
AT3G13620	0.465163985436629	0.00266329036656286
AT5G65600	-0.769716536841535	0.00266801895181934
AT5G55590	0.669870578451522	0.00267292783915144
AT1G69600	0.940262520447071	0.00270148107714049
AT3G55950	-0.487117725841858	0.00270173082042447
AT5G18590	0.414429491334388	0.00273937150796685
AT4G01010	-0.686252722108526	0.00278175359143647
AT1G02335	-0.837820388186366	0.00282359751157261
AT3G14840	-0.337479502047246	0.00284241431021978
AT5G41860	1.59220180930482	0.00284241431021978
AT2G44790	-0.393426008615599	0.00286305678714939
AT3G11330	0.283340164019362	0.00288094260663607
AT5G14310	-0.386596490117521	0.00288369388334109
AT1G17970	0.57123957364027	0.00290222255265667
AT5G63595	-0.72047540204598	0.00290444883672147
AT5G21280	0.529377092587031	0.00295478072516124
AT4G18205	-0.868319471382675	0.00302349024718831
AT5G57320	1.52598509140256	0.00302670677280813
AT4G33050	-0.616652306497866	0.00303536673640869
AT4G31500	-0.280361660915315	0.00303988190926139
AT1G20590	-5.46224386225213	0.0030516082089763
AT5G39130	-1.32136722456084	0.00306047364757754
AT2G41700	-0.263005476058857	0.003153648142241
AT4G04745	0.591458529183726	0.003153648142241
AT1G35230	-1.22549463161692	0.00317994956498107
AT5G52547	2.78886867519849	0.00317994956498107
AT5G11140	-1.08337844491129	0.00319595303893535
AT1G17710	-1.87560919333882	0.00322231983717516
AT3G48380	0.378710439796963	0.00322623176264766
AT2G28840	0.255492325600164	0.00322857084769874
